"","CAD CDW ID","CAD Event Number","General Offense Number","Event Clearance Code","Event Clearance Description","Event Clearance SubGroup","Event Clearance Group","Event Clearance Date","Hundred Block Location","District/Sector","Zone/Beat","Census Tract","Longitude","Latitude","Incident Location","Initial Type Description","Initial Type Subgroup","Initial Type Group","At Scene Time","dist_mgh"
"76","93193",4.94083393914409e-314,9.93249428872533e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/14/2010 02:33:00 AM","40XX BLOCK OF UNIVERSITY WAY NE","U","U2","5302.1008",-122.313276527,47.655670689,"(47.655670689, -122.313276527)","","","","",0.00532723110578776
"77","95409",4.94083556758446e-314,9.93251057312902e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","10/16/2010 05:10:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.3009",-122.313226588,47.657574535,"(47.657574535, -122.313226588)","","","","",0.00582127925941428
"78","95596",4.94083565404595e-314,9.9325114377439e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/16/2010 08:41:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","","","","",0.00544986159295662
"79","95604",4.94083567677297e-314,9.93251166501409e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/16/2010 09:13:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","","","","",0.00544986159295662
"80","96341",4.9408362286443e-314,9.93251718372736e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/17/2010 09:27:00 PM","41XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.312090753,47.657560465,"(47.657560465, -122.312090753)","","","","",0.00481701342756495
"81","96712",4.94083643219934e-314,9.93251921927782e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/18/2010 11:05:00 AM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","","","","",0.00544986159295662
"82","96890",4.94083675630641e-314,9.93252246034845e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/18/2010 08:28:00 PM","40XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.312142641,47.655657765,"(47.655657765, -122.312142641)","","","","",0.00420160216775518
"83","97960",4.94083744108139e-314,9.93252930809831e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/19/2010 10:38:00 PM","17XX BLOCK OF NE PACIFIC ST","U","U2","5302.3003",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"84","99432",4.94083834423339e-314,9.93253833961831e-315,"281","SUSPICIOUS VEHICLE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/21/2010 11:53:00 AM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","","","","",0.00544986159295662
"85","99705",4.94083870786571e-314,9.93254197594147e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/21/2010 11:13:00 PM","15XX BLOCK OF NE PACIFIC ST","U","U2","5302.3003",-122.311532211,47.652527343,"(47.652527343, -122.311532211)","","","","",0.00434418227128654
"86","101957",4.9408403575509e-314,9.93255847279338e-315,"281","SUSPICIOUS VEHICLE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/24/2010 09:45:00 PM","19XX BLOCK OF NE PACIFIC PL","U","U2","5302.3000",-122.305716379,47.650626898,"(47.650626898, -122.305716379)","","","","",0.00496120354148133
"87","101989",4.94084041683878e-314,9.93255906567216e-315,"244","NOISE DISTURBANCE","DISTURBANCES","DISTURBANCES","10/25/2010 12:08:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.3009",-122.313226588,47.657574535,"(47.657574535, -122.313226588)","","","","",0.00582127925941428
"88","103131",4.94084122858863e-314,9.93256718317072e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/26/2010 01:35:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226588,47.657574535,"(47.657574535, -122.313226588)","","","","",0.00582127925941428
"89","103497",4.94084143708433e-314,9.93256926812774e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/26/2010 11:03:00 PM","14XX BLOCK OF NE 41ST ST","U","U2","5302.3003",-122.312678031,47.656826908,"(47.656826908, -122.312678031)","","","","",0.00502055412036352
"90","104268",4.94084214013975e-314,9.93257629868188e-315,"62","BICYCLE THEFT","THEFT","BIKE","10/27/2010 09:54:00 PM","XX BLOCK OF NE CAMPUS PKY","U","U2","5302.1008",-122.312702352,47.65598152,"(47.65598152, -122.312702352)","","","","",0.00480882256632042
"91","104864",4.94084251414744e-314,9.93258003875882e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","10/28/2010 01:52:00 PM","38XX BLOCK OF 15TH AVE NE","U","U2","5302.2001",-122.312178882,47.654136805,"(47.654136805, -122.312178882)","","","","",0.00428765986640143
"92","105131",4.94084271622029e-314,9.93258205948731e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/28/2010 09:52:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","","","","",0.00544986159295662
"93","105283",4.94084286938064e-314,9.93258359109081e-315,"244","NOISE DISTURBANCE","DISTURBANCES","DISTURBANCES","10/29/2010 12:51:00 AM","14XX BLOCK OF NE 42ND ST","U","U2","5301.3009",-122.312639209,47.658308155,"(47.658308155, -122.312639209)","","","","",0.00568655979514155
"94","105875",4.9408432438824e-314,9.93258733610841e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/29/2010 05:13:00 PM","15XX BLOCK OF NE PACIFIC ST","U","U2","5302.2001",-122.311532211,47.652527343,"(47.652527343, -122.311532211)","","","","",0.00434418227128654
"95","106965",4.94084412381332e-314,9.93259613541756e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/30/2010 11:32:00 PM","14XX BLOCK OF NE 41ST ST","U","U2","5302.3003",-122.312678031,47.656826908,"(47.656826908, -122.312678031)","","","","",0.00502055412036352
"96","108517",4.9408451969239e-314,9.93260686652339e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/01/2010 08:54:00 PM","38XX BLOCK OF 15TH AVE NE","U","U2","5302.2003",-122.312178882,47.654136805,"(47.654136805, -122.312178882)","","","","",0.00428765986640143
"97","109836",4.94084571124624e-314,9.93261200974676e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","11/02/2010 03:53:00 PM","40XX BLOCK OF UNIVERSITY WAY NE","U","U2","5302.1008",-122.313276527,47.655670689,"(47.655670689, -122.313276527)","","","","",0.00532723110578776
"98","110858",4.9408464207245e-314,9.93261910452944e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","11/03/2010 04:47:00 PM","14XX BLOCK OF NE 40TH ST","U","U2","5302.1008",-122.312716816,47.655346936,"(47.655346936, -122.312716816)","","","","",0.00473989460283999
"99","111163",4.94084715095353e-314,9.93262640681968e-315,"220","MENTAL COMPLAINT","MENTAL CALL","MENTAL HEALTH","11/04/2010 07:48:00 PM","20XX BLOCK OF NE SKAGIT LN","U","U2","5302.3003",-122.306945401,47.656364568,"(47.656364568, -122.306945401)","","","","",0.00168662714772472
"100","113969",4.94084910794755e-314,9.93264597675991e-315,"281","SUSPICIOUS VEHICLE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/08/2010 02:06:00 AM","38XX BLOCK OF UNIVERSITY WAY NE","U","U2","5302.2003",-122.313310378,47.654376583,"(47.654376583, -122.313310378)","","","","",0.00536431037308315
"101","116090",4.94085069439234e-314,9.9326618412078e-315,"220","MENTAL COMPLAINT","MENTAL CALL","MENTAL HEALTH","11/10/2010 06:42:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3",-122.302931725,47.653002027,"(47.653002027, -122.302931725)","","","","",0.00544986159295662
"102","117051",4.94085129122364e-314,9.9326678095208e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","11/11/2010 07:08:00 PM","38XX BLOCK OF 15TH AVE NE","U","U2","5302.2001",-122.312467032,47.652973519,"(47.652973519, -122.312467032)","","","","",0.00493282561220325
"103","117549",4.94085180999257e-314,9.93267299721009e-315,"201","ALARMS - RESIDENTIAL BURGLARY (FALSE)","BURGLARY ALARMS (FALSE)","FALSE ALARMS","11/12/2010 03:21:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4",-122.313226588,47.657574535,"(47.657574535, -122.313226588)","","","","",0.00582127925941428
"104","120288",4.94085366570313e-314,9.93269155431574e-315,"281","SUSPICIOUS VEHICLE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/15/2010 09:23:00 PM","15XX BLOCK OF NE PACIFIC ST","U","U2","5302.3003",-122.311532211,47.652527343,"(47.652527343, -122.311532211)","","","","",0.00434418227128654
"105","122084",4.94085384998962e-314,9.9326933971806e-315,"71","AUTO THEFT","AUTO THEFTS","AUTO THEFTS","11/16/2010 09:24:00 AM","41XX BLOCK OF MASON RD NE","J","J2","4900.3014",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"106","121799",4.94085424919466e-314,9.93269738923102e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/16/2010 10:57:00 PM","40XX BLOCK OF UNIVERSITY WAY NE","U","U2","5302.1008",-122.313276527,47.655670689,"(47.655670689, -122.313276527)","","","","",0.00532723110578776
"107","121965",4.94085445620817e-314,9.93269945936608e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/17/2010 06:52:00 AM","19XX BLOCK OF NE PACIFIC PL","U","U2","5302.3004",-122.307617589,47.650541192,"(47.650541192, -122.307617589)","","","","",0.00451195597006125
"108","122152",4.94085648582984e-314,9.93271975558281e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/20/2010 05:36:00 PM","41XX BLOCK OF MASON RD NE","J","J2","4900.3014",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"109","123483",4.94085601251495e-314,9.93271502243392e-315,"201","ALARMS - RESIDENTIAL BURGLARY (FALSE)","BURGLARY ALARMS (FALSE)","FALSE ALARMS","11/19/2010 08:44:00 PM","38XX BLOCK OF UNIVERSITY WAY NE","L","L2","600.6001",-122.313310379,47.654376582,"(47.654376582, -122.313310379)","","","","",0.00536431148875631
"110","123555",4.94085551103832e-314,9.93271000766762e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","11/18/2010 11:20:00 PM","NULL","U","U2","5302.1008",-122.312138468,47.655974784,"(47.655974784, -122.312138468)","","","","",0.00425584901256092
"111","123897",4.94085620865901e-314,9.93271698387454e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/20/2010 03:44:00 AM","41XX BLOCK OF MASON RD NE","J","J2","4900.3015",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"112","123938",4.94085605846306e-314,9.93271548191497e-315,"201","ALARMS - RESIDENTIAL BURGLARY (FALSE)","BURGLARY ALARMS (FALSE)","FALSE ALARMS","11/19/2010 10:38:00 PM","38XX BLOCK OF UNIVERSITY WAY NE","L","L2","600.6001",-122.313310379,47.654376582,"(47.654376582, -122.313310379)","","","","",0.00536431148875631
"113","123998",4.94085493199338e-314,9.93270421721825e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/17/2010 10:56:00 PM","19XX BLOCK OF NE PACIFIC PL","W","W2","10500.5002",-122.305716379,47.650626897,"(47.650626897, -122.305716379)","","","","",0.0049612044305976
"114","124629",4.94085563159034e-314,9.93271121318779e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/19/2010 07:14:00 AM","41XX BLOCK OF MASON RD NE","J","J2","4900.3015",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"115","124630",4.94085573979072e-314,9.93271229519156e-315,"161","TRESPASS","TRESPASS","TRESPASS","11/19/2010 12:43:00 PM","41XX BLOCK OF MASON RD NE","J","J2","4900.3014",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"116","124669",4.94085642505977e-314,9.93271914788206e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","11/20/2010 06:01:00 PM","38XX BLOCK OF JEFFERSON RD NE","U","U2","4300.201",-122.304076541,47.653718572,"(47.653718572, -122.304076541)","","","","",0.00412705462016495
"117","125220",4.94085700361064e-314,9.93272493339078e-315,"363","MISSING PERSON","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING","11/21/2010 05:53:00 PM","14XX BLOCK OF NE CAMPUS PKY","J","J2","4800.1002",-122.312694332,47.656210526,"(47.656210526, -122.312694332)","","","","",0.00485116396125721
"118","125397",4.94085705894599e-314,9.9327254867443e-315,"161","TRESPASS","TRESPASS","TRESPASS","11/21/2010 08:22:00 PM","41XX BLOCK OF MASON RD NE","J","J2","4900.3014",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"119","127205",4.94085857671565e-314,9.93274066444094e-315,"281","SUSPICIOUS VEHICLE","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/25/2010 11:52:00 PM","18XX BLOCK OF NE LEWIS LN","E","E3","8600.1014",-122.307207421,47.653564706,"(47.653564706, -122.307207421)","","","","",0.00166683491314267
"120","127699",4.94085890724557e-314,9.93274396974011e-315,"330","CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)","CASUALTIES","PERSON DOWN/INJURY","11/26/2010 07:57:00 PM","41XX BLOCK OF MASON RD NE","J","J2","4900.3014",-122.30318225,47.658594346,"(47.658594346, -122.30318225)","","","","",0.00597772694543287
"121","127760",4.94085900111804e-314,9.93274490846484e-315,"61","THEFT - AUTO ACCESSORIES","CAR PROWL","CAR PROWL","11/26/2010 10:47:00 PM","38XX BLOCK OF JEFFERSON RD NE","U","U2","4300.201",-122.304076541,47.653718572,"(47.653718572, -122.304076541)","","","","",0.00412705462016495
"122","130536",4.9408607649324e-314,9.93276254660839e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","11/30/2010 12:58:00 PM","NULL","U","U2","5302.3003",-122.312074761,47.658300821,"(47.658300821, -122.312074761)","","","","",0.00523027636662032
"123","130955",4.9408613444714e-314,9.93276834199842e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","12/01/2010 12:57:00 PM","NULL","U","U2","5302.2002",-122.313285465,47.655351162,"(47.655351162, -122.313285465)","","","","",0.00530771154025691
"124","131018",4.9408612323185e-314,9.9327672204694e-315,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","12/01/2010 08:51:00 AM","NULL","U","U2","5302.2001",-122.312467032,47.652973519,"(47.652973519, -122.312467032)","","","","",0.00493282561220325
"125","133438",4.9408632817028e-314,9.93278771431239e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","12/04/2010 06:54:00 PM","NULL","U","U2","5302.1008",-122.312148777,47.655338508,"(47.655338508, -122.312148777)","","","","",0.00417261223406335
"126","133610",4.94086328960785e-314,9.9327877933629e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","12/04/2010 05:17:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"127","137179",4.94086670458959e-314,9.93282194318034e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","12/10/2010 05:19:00 PM","38XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.312178882,47.654136804,"(47.654136804, -122.312178882)","","","","",0.00428766007658573
"128","140048",4.94086985228182e-314,9.93285342010263e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/16/2010 12:07:00 AM","42XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.31205179,47.659041292,"(47.659041292, -122.31205179)","","","","",0.00570516122308333
"129","140192",4.94086988983081e-314,9.93285379559253e-315,"244","NOISE DISTURBANCE","DISTURBANCES","DISTURBANCES","12/16/2010 02:19:00 AM","40XX BLOCK OF 15TH AVE NE","U","U2","5302.1008",-122.312142641,47.655657765,"(47.655657765, -122.312142641)","","","","",0.00420160216775518
"130","141369",4.94087087055112e-314,9.9328636027956e-315,"341","HARBOR - DEBRIS, NAVIGATIONAL HAZARDS","HARBOR CALLS","HARBOR CALLS","12/18/2010 12:44:00 AM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"131","142227",4.94087207656536e-314,9.93287566293801e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/19/2010 08:39:00 PM","42XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.31205179,47.659041292,"(47.659041292, -122.31205179)","","","","",0.00570516122308333
"132","142425",4.94087225986372e-314,9.93287749592156e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","12/20/2010 06:48:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"133","144884",4.94087481615937e-314,9.93290305887807e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/24/2010 09:44:00 PM","13XX BLOCK OF NE CAMPUS PKY","U","U2","5302.1001",-122.313840414,47.656220424,"(47.656220424, -122.313840414)","","","","",0.00597164817878432
"134","146660",4.94087649351223e-314,9.93291983240675e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/28/2010 09:49:00 PM","17XX BLOCK OF NE PACIFIC ST","U","U2","5302.3003",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"135","146810",4.94087672621715e-314,9.93292215945594e-315,"161","TRESPASS","TRESPASS","TRESPASS","12/29/2010 11:11:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4001",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"136","378207",5.4348252617021e-314,9.93669171235139e-315,"192","MISDEMEANOR WARRANT SERVICE","WARRANT CALLS","ARREST","06/29/2011 02:46:00 PM","40XX BLOCK OF E STEVENS WAY NE","U","U2","5302.3003",-122.304605522,47.656190916,"(47.656190916, -122.304605522)","","","","",0.00357261931466355
"137","379374",5.43482615991345e-314,9.93670069446483e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","06/30/2011 09:42:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"138","379865",5.43482659024463e-314,9.93670499777661e-315,"100","FRAUD (INCLUDING IDENTITY THEFT)","FRAUD CALLS","FRAUD CALLS","07/01/2011 03:15:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"139","380310",5.43482687976709e-314,9.93670789300129e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","07/01/2011 11:22:00 PM","13XX BLOCK OF NE CAMPUS PKY","U","U2","5302.1001",-122.312694332,47.656210526,"(47.656210526, -122.312694332)","","","","",0.00485116396125721
"140","380980",5.43482737284461e-314,9.93671282377644e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","07/02/2011 08:48:00 PM","10XX BLOCK OF NE CAMPUS PKY","U","U2","5302.1004",-122.312694332,47.656210526,"(47.656210526, -122.312694332)","","","","",0.00485116396125721
"141","381519",5.43482778044877e-314,9.93671689981801e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","07/03/2011 01:29:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4001",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"142","384501",5.43483019297132e-314,9.9367410250435e-315,"177","LIQUOR VIOLATION - INTOXICATED PERSON","LIQUOR VIOLATIONS","LIQUOR VIOLATIONS","07/06/2011 06:46:00 PM","MONTLAKE BV NE / NE WAHKIAKUM LN","U","U2","5302.3003",-122.302330039,47.654991217,"(47.654991217, -122.302330039)","","","","",0.00565715444411817
"143","384749",5.43483029129038e-314,9.93674200823414e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","07/06/2011 10:20:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"144","1660906",7.90506666232954e-314,9.96199630711904e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","01/28/2016 02:27:51 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00556100575435904
"145","386744",5.43483155016964e-314,9.93675459702679e-315,"450","DRIVING WHILE UNDER INFLUENCE (DUI)","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","07/09/2011 02:21:00 AM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"146","387182",5.43483195135095e-314,9.93675860883984e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","07/09/2011 05:19:00 PM","MONTLAKE BV NE / NE WAHKIAKUM LN","U","U2","5302.3003",-122.302330039,47.654991217,"(47.654991217, -122.302330039)","","","","",0.00565715444411817
"147","388644",5.43483295381014e-314,9.93676863343179e-315,"52","BURGLARY - COMMERCIAL","COMMERCIAL BURGLARIES","BURGLARY","07/11/2011 01:14:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"148","389341",5.43483357386253e-314,9.93677483395565e-315,"363","MISSING PERSON","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING","07/12/2011 12:50:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"149","389461",5.43483081845842e-314,9.93674727991458e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","07/07/2011 06:07:00 PM","15 AV NE / NE PACIFIC ST","U","U2","5302.2001",-122.312467032,47.652973519,"(47.652973519, -122.312467032)","","","","",0.00493282561220325
